episodio,recompensa,sucesso,epsilon
402,488.14213562373095,1,0.13264825480308728
403,-503.09275190585254,1,0.13198501352907185
404,88.59126028197397,1,0.1313250884614265
405,-229.59279337765076,1,0.13066846301911936
406,480.5941170815567,1,0.13001512070402377
407,-1203.6393202250022,1,0.12936504510050365
408,-677.1193869821784,1,0.12871821987500112
409,483.65685424949237,1,0.12807462877562611
410,-14060.39412783137,0,0.12743425563174798
411,476.0624390837628,1,0.12679708435358925
412,-2453.7157287525374,1,0.1261630989318213
413,306.8035085019828,1,0.1255322834371622
414,-14090.052595180881,0,0.12490462201997637
415,-520.0000000000002,1,0.1242800989098765
416,446.9736659610103,1,0.12365869841532712
417,490.0,1,0.12304040492325048
418,-13153.037921366153,0,0.12242520289863423
419,-3599.809953780543,1,0.12181307688414106
420,387.5176736125598,1,0.12120401149972035
421,-119.19756106628665,1,0.12059799144222175
422,-12260.04302389777,0,0.11999500148501063
423,463.65685424949237,1,0.11939502647758558
424,-1422.3772233983163,1,0.11879805134519765
425,132.86149805543982,1,0.11820406108847166
426,-9041.529231876657,1,0.1176130407830293
427,-7.364357873447318,1,0.11702497557911415
428,462.0555127546399,1,0.11643985070121858
429,463.3238075793812,1,0.11585765144771248
430,-351.9524079167427,1,0.11527836319047392
431,18.04759208325754,1,0.11470197137452155
432,256.8035085019827,1,0.11412846151764894
433,-12650.713366045811,0,0.1135578192100607
434,196.4969134626332,1,0.11299003011401039
435,481.4400902933387,1,0.11242507996344034
436,472.4924225024706,1,0.11186295456362313
437,477.3954312071844,1,0.11130363979080501
438,437.2666153055679,1,0.11074712159185099
439,-853.9286623047635,1,0.11019338598389174
440,449.6173040933696,1,0.10964241905397228
441,490.0,1,0.10909420695870241
442,476.32455532033674,1,0.1085487359239089
443,469.2029410174709,1,0.10800599224428936
444,291.732137494637,1,0.10746596228306791
445,488.05259518088087,1,0.10692863247165257
446,-1329.689011157193,1,0.1063939893092943
447,-743.9168108424153,1,0.10586201936274783
448,-1893.8339080528108,1,0.10533270926593409
449,-12918.14322344563,0,0.10480604571960442
450,-621.1937515251343,1,0.1042820154910064
451,-13515.933642224578,0,0.10376060541355137
452,-1400.3910123704695,1,0.1032418023864836
453,-3807.715728752538,1,0.10272559337455119
454,183.7321374946369,1,0.10221196540767843
455,246.91168824543135,1,0.10170090558064004
456,488.16552506059645,1,0.10119240105273684
457,436.5253530032641,1,0.10068643904747315
458,-9395.954568908908,1,0.10018300685223579
459,382.8035085019828,1,0.0996820918179746
460,447.732137494637,1,0.09918368135888474
461,-958.2678625053627,1,0.09868776295209031
462,-2029.3735841683442,1,0.09819432413732986
463,278.12451549659704,1,0.09770335251664321
464,472.0,1,0.09721483575406
465,-14839.941227268147,0,0.09672876157528969
466,466.0,1,0.09624511776741324
467,488.1245154965971,1,0.09576389217857617
468,-674.9516506074801,1,0.09528507271768329
469,456.07133769523637,1,0.09480864735409487
470,458.690470119715,1,0.0943346041173244
471,73.62277660168382,1,0.09386293109673778
472,-1626.0,1,0.09339361644125409
473,-4416.150282309661,1,0.09292664835904782
474,488.32455532033674,1,0.09246201511725258
475,-2525.196491498017,1,0.09199970504166631
476,490.0,1,0.09153970651645797
477,21.622776601683995,1,0.09108200798387568
478,464.24922359499624,1,0.0906265979439563
479,-971.0555898915118,1,0.09017346495423652
